Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
United Kingdom,GBR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30749000000,32298000000,35954000000,41458000000,45536000000,47009000000,46410000000,51125000000,58627000000,69076000000,74930000000,80040000000,90243000000,94955000000,74463000000,73786000000,76399000000,79491000000,81590000000,85921000000,90021000000,87754000000,71671000000,
Georgia,GEO,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171000000,239000000,135000000,129000000,136000000,189000000,170000000,196000000,237000000,257000000,277000000,337000000,311000000,329000000,384000000,471000000,537000000,563000000,609000000,706000000,853000000,
Ghana,GHA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74000000,59000000,61000000,145000000,151000000,162000000,165000000,184000000,216000000,270000000,472000000,575000000,816000000,870000000,948000000,882000000,1026000000,976000000,982000000,947000000,1405000000,1571000000,1581000000,
Gibraltar,GIB,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000000,37000000,39000000,34000000,29000000,13000000,26000000,38000000,36000000,29000000,38000000,41000000,96000000,30000000,28000000,17000000,49000000,41000000,60500000,28800000,38000000,16300000,15800000,
"Gambia, The",GMB,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000,15500000,17000000,,,,,,8000000,6000000,7000000,8000000,13000000,12000000,12000000,14000000,16000000,13000000,10400000,55400000,57400000,76200000,45500000,
Guinea-Bissau,GNB,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800000,4700000,3500000,,,,5500000,10200000,21300000,22300000,18900000,17800000,40700000,46100000,26000000,29500000,38600000,24500000,27200000,53000000,53000000,33000000,,
Equatorial Guinea,GNQ,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000,13000000,7000000,7000000,8000000,19000000,30000000,,,,,,,,,,,,,,,,,
Greece,GRC,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495000000,1396000000,1537000000,1756000000,4014000000,4564000000,4189000000,2453000000,2439000000,2880000000,3045000000,3004000000,3430000000,3946000000,4120000000,3401000000,3807000000,3006000000,3768000000,4001000000,3537000000,3415000000,3308000000,
Grenada,GRD,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000,5000000,6000000,6000000,7000000,8000000,8000000,8000000,8000000,9000000,10000000,16000000,16000000,11000000,10000000,10000000,10000000,11000000,11000000,34000000,38000000,34000000,35000000,
Greenland,GRL,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167000000,163000000,146000000,190000000,216000000,216000000,266000000,329000000,373000000,488000000,532000000,655000000,737000000,740000000,862000000,1002000000,935000000,920000000,952000000,1033000000,1004000000,989000000,1010000000,
Guam,GUM,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000,65000000,69000000,69000000,82000000,77000000,62000000,44000000,30000000,30000000,40000000,49000000,58000000,52000000,52000000,73000000,79000000,82000000,81000000,77000000,93000000,103000000,,
High income,HIC,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01007E+11,4.19224E+11,4.09886E+11,4.17627E+11,4.39793E+11,4.53667E+11,4.3996E+11,4.57705E+11,5.06216E+11,5.87938E+11,6.3301E+11,6.64504E+11,7.57274E+11,8.08243E+11,7.08374E+11,7.46733E+11,8.1342E+11,8.30804E+11,8.57875E+11,8.98608E+11,8.42562E+11,8.66858E+11,9.07292E+11,
"Hong Kong SAR, China",HKG,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10497000000,11461000000,12678000000,13474000000,13134000000,12502000000,12317000000,12418000000,11447000000,13270000000,13305000000,14044000000,15042000000,16095000000,15547000000,17357000000,19022000000,20077000000,21215000000,22011000000,23059000000,24141000000,25388000000,
Honduras,HND,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99000000,110000000,115000000,142000000,166000000,198000000,205000000,221000000,274000000,300000000,321000000,425000000,309000000,385000000,361000000,406000000,446000000,549000000,506000000,437000000,454000000,482000000,517000000,
Heavily indebted poor countries (HIPC),HPC,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420116194,2707743108,2730986970,3015952829,3088018743,3097663718,3106842141,3447843581,3890886673,4514057984,5705429983,7291875273,8183052369,8890835807,8710628303,8628899857,9795572861,9599908921,9815413483,10763762107,10970051260,10837741467,10597465120,
Croatia,HRV,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422000000,510000000,530000000,600000000,806000000,634000000,677000000,852000000,709000000,881000000,786000000,770000000,1025000000,1167000000,1042000000,861000000,918000000,962000000,923000000,865000000,770000000,954000000,1399000000,
Haiti,HTI,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000,37000000,35000000,,,173000000,168000000,172000000,202000000,206000000,174000000,239000000,331000000,383000000,427000000,431000000,458000000,473000000,418000000,475000000,503000000,503000000,485000000,
Hungary,HUN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501000000,1491000000,1511000000,1496000000,1590000000,1722000000,1887000000,2211000000,2700000000,2482000000,2721000000,2319000000,3088000000,3857000000,3251000000,2897000000,3048000000,2457000000,2526000000,2712000000,2456000000,2739000000,2975000000,
IBRD only,IBD,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63662154607,67906298248,76157818693,72459689813,71439351441,82120529233,86133581668,93334024850,98240133493,1.19823E+11,1.35402E+11,1.50701E+11,1.81642E+11,2.12227E+11,2.0362E+11,2.44542E+11,2.88261E+11,3.37918E+11,3.9106E+11,4.97642E+11,4.91795E+11,4.86313E+11,5.26162E+11,
IDA & IBRD total,IBT,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68473936241,73762247304,82089706831,78462637608,76584909338,87566772665,91663199607,99188286415,1.06435E+11,1.2963E+11,1.466E+11,1.67178E+11,2.0306E+11,2.40046E+11,2.25179E+11,2.69613E+11,3.16302E+11,3.66677E+11,4.20788E+11,5.28953E+11,5.24482E+11,5.13773E+11,5.58741E+11,
IDA total,IDA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11233545374,16790879146,21900293314,28575394624,21937196538,25489087769,28454511099,28894192853,29565970195,30493136851,32060263244,26300772191,31743469676,
IDA blend,IDB,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3951598191,7801415104,11482602318,16656309946,10536976244,12700274549,15262069535,15211306991,15289913969,15909880993,16547090147,11555439951,16274684758,
Indonesia,IDN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172000000,2399000000,2411000000,2102000000,2353000000,3197000000,3406000000,5042000000,4427000000,4569000000,4740000000,5458000000,6578000000,8801000000,6908000000,8432000000,8653000000,9055000000,10280000000,10263000000,9800000000,9932000000,10945000000,
IDA only,IDX,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3448010012,3734999241,3903707143,4185022231,4400492574,4695454811,4576165117,4965196022,5392476420,6084597890,7264778642,8998554420,10456511798,12004264482,11413731696,12796768059,13204203130,13715171520,14327030207,14625224459,15575134435,15027011715,15400330760,
Isle of Man,IMN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996000000,913000000,1342000000,1713000000,2010000000,3686000000,4367000000,4350000000,4385000000,5783000000,8277000000,8738000000,10690000000,12083000000,9310000000,10490000000,13699000000,14107000000,13884000000,17492000000,17686000000,19184000000,21856000000,
Not classified,INX,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034000000,2198000000,2210000000,3015000000,2712000000,2626000000,2956000000,3835000000,4832000000,5291000000,6186000000,6978000000,8785000000,10539000000,7934000000,7178000000,6837000000,6001000000,6222000000,6173000000,5789000000,6216000000,6612000000,
"Iran, Islamic Rep.",IRN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247000000,274000000,396000000,155000000,638000000,671000000,714000000,3990000000,4120000000,4402000000,4112000000,5066000000,7335000000,8270000000,8503000000,10570000000,10555000000,8435000000,9464000000,10130000000,9658000000,9893000000,,
Iraq,IRQ,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117000000,70000000,131000000,14000000,14000000,9000000,31000000,26000000,,,627000000,526000000,705000000,813000000,1221000000,1675000000,1879000000,2363000000,3416000000,4394000000,4966000000,5027000000,,
Iceland,ISL,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282000000,312000000,327000000,399000000,440000000,471000000,372000000,373000000,524000000,699000000,991000000,1084000000,1336000000,1103000000,534000000,599000000,740000000,780000000,850000000,972000000,998000000,1268000000,1664000000,
Israel,ISR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2626000000,2849000000,2952000000,3233000000,3411000000,3733000000,3887000000,3322000000,3341000000,3663000000,4146000000,4286000000,4921000000,4967000000,4500000000,4683000000,4874000000,5008000000,5757000000,6534000000,7506000000,8210000000,8985000000,
Italy,ITA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17201000000,18619000000,19676000000,20539000000,19588000000,18167000000,16997000000,19635000000,23728000000,24062000000,26774000000,27438000000,32755000000,30926000000,27947000000,26908000000,28727000000,26249000000,26950000000,28857000000,24417000000,24982000000,27883000000,
Jamaica,JAM,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173000000,181000000,205000000,223000000,256000000,238000000,227000000,274000000,269000000,318000000,290000000,315000000,340000000,312000000,259000000,235000000,213000000,418000000,392000000,457000000,413000000,424000000,471000000,
Jordan,JOR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719000000,630000000,635000000,642000000,536000000,387000000,420000000,504000000,503000000,585000000,653000000,956000000,1024000000,1140000000,1202000000,1736000000,1280000000,1257000000,1206000000,1251000000,1267000000,1367000000,1496000000,
Japan,JPN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46966000000,46800000000,41381000000,35334000000,41213000000,42643000000,35526000000,34977000000,36505000000,48175000000,48096000000,37655000000,37258000000,38971000000,34787000000,39306000000,39760000000,40967000000,32244000000,28609000000,23252000000,25783000000,18177000000,
Kazakhstan,KAZ,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296000000,364000000,494000000,549000000,455000000,483000000,761000000,863000000,783000000,997000000,940000000,1060000000,1396000000,1361000000,1319000000,1489000000,1831000000,2023000000,2147000000,2163000000,2155000000,1769000000,1886000000,
Kenya,KEN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000000,205000000,152000000,155000000,182000000,156000000,183000000,126000000,127000000,108000000,124000000,178000000,265000000,266000000,227000000,212000000,197000000,174000000,233000000,206000000,217000000,145000000,262000000,
Kyrgyz Republic,KGZ,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000,7000000,11000000,25000000,27000000,28000000,21000000,27000000,35000000,73000000,94000000,142000000,215000000,450000000,273000000,275000000,392000000,529000000,505000000,568000000,535000000,582000000,422000000,
Cambodia,KHM,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000000,31000000,28000000,35000000,41000000,52000000,59000000,64000000,60000000,80000000,137000000,176000000,194000000,180000000,163000000,131000000,344000000,406000000,469000000,526000000,641000000,762000000,919000000,
Kiribati,KIR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9300000,3100000,5500000,6600000,11700000,10100000,12300000,7900000,7500000,5800000,5400000,8800000,,
St. Kitts and Nevis,KNA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000,5000000,6000000,6000000,7000000,9000000,8000000,8000000,8000000,10000000,11000000,14000000,12000000,15000000,11000000,13000000,14000000,15000000,16000000,51000000,52000000,51000000,53000000,
"Korea, Rep.",KOR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6947000000,8291000000,8039000000,4027000000,5555000000,7945000000,8349000000,11440000000,11063000000,13507000000,16924000000,20947000000,24431000000,21447000000,16355000000,20788000000,22195000000,22934000000,24459000000,26136000000,27957000000,29817000000,33354000000,
Kuwait,KWT,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2514000000,2779000000,2684000000,2823000000,2574000000,2852000000,3207000000,3412000000,3750000000,4147000000,4997000000,6074000000,7267000000,8341000000,6799000000,7106000000,8879000000,10073000000,10567000000,12280000000,13148000000,13232000000,13722000000,
Latin America & Caribbean (excluding high income),LAC,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17305918950,20184114954,21819175237,22567506599,20661919632,23542790916,22749304902,19943692590,20411463756,23308397989,27711129210,31119466193,37158889154,42364238581,40329789146,48459469381,57872831402,63274624425,69198778830,69929252719,61322669125,60966513638,71122078947,
Lao PDR,LAO,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34000000,28000000,27000000,29000000,17000000,8000000,4100000,4300000,5000000,8000000,10000000,15000000,14000000,51000000,91000000,215000000,248000000,614000000,907000000,1054000000,1002000000,912100000,989000000,
Lebanon,LBN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2683000000,3319000000,3719000000,3565000000,3783000000,3914000000,4297000000,4928000000,4868000000,4440000000,4511000000,4692000000,5198000000,5187000000,5252000000,5705000000,
Liberia,LBR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000000,33000000,41000000,48000000,58000000,51000000,,,,,,,,,
Libya,LBY,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98000000,85000000,286000000,423000000,574000000,495000000,572000000,654000000,689000000,789000000,920000000,915000000,1010000000,1339000000,1683000000,2184000000,,2654000000,2598000000,1325000000,1066000000,813000000,,
St. Lucia,LCA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000,29000000,29000000,31000000,33000000,33000000,32000000,34000000,36000000,37000000,39000000,39000000,42000000,45000000,47000000,48000000,48000000,45000000,46000000,66000000,76000000,77000000,80000000,
Latin America & Caribbean,LCN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20753578339,23823870011,25943249658,26589657456,24588451597,27717010293,27006422737,24006391700,24862490391,28208502752,32982703536,36559791287,42902604491,48190849253,45816524938,54168358409,64223694336,70172526364,77068615602,78219820002,69401684905,68937145467,79660181094,
Least developed countries: UN classification,LDC,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366639899,2514184550,2669203922,2708129812,2848897767,3105460504,2924018371,2937877337,3212921492,3817314308,4850813033,6460691575,7558881261,8420004402,7741256729,8432540477,9353253352,9646888123,10166440957,10656765245,10969099860,10684340036,11550663459,
Low income,LIC,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255803200,2435630987,2518457322,2685301516,2708912022,2645032487,2713794989,2877381177,2883769897,3236159917,3594424547,3974968353,4728074099,5801241357,5929268290,6734334968,6488862211,6294592813,6385648334,7203946519,7898493801,6707529862,,
Liechtenstein,LIE,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279000000,267000000,280000000,326000000,341000000,383000000,402000000,438000000,462000000,499000000,552000000,666000000,709000000,777000000,735000000,828000000,926000000,1219000000,1808000000,1922000000,2152000000,2295000000,2409000000,
Lower middle income,LMC,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9426441028,11301402229,12660013157,12766392664,12244931229,15228068302,16521170507,18536256375,20612091367,25450269943,31890944506,38783983811,48692778091,60257440865,46945292528,55079327515,62963739944,66769135543,70925443546,78111749527,80245009767,80775285237,91304394708,
Low & middle income,LMY,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60824671529,65480207853,74130585502,71961791326,70709478982,82257787383,86262517315,93844536554,1.01233E+11,1.2232E+11,1.38401E+11,1.5725E+11,1.92197E+11,2.26742E+11,2.14717E+11,2.57946E+11,3.04266E+11,3.54086E+11,4.07486E+11,5.15092E+11,5.12022E+11,5.0116E+11,5.44615E+11,
Lesotho,LSO,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000000,16000000,17000000,16000000,17000000,195000000,166000000,164000000,242000000,278000000,271000000,263000000,276000000,248000000,247000000,278000000,300000000,252000000,212000000,177000000,180000000,178000000,193000000,
Late-demographic dividend,LTE,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51064652349,53836823268,59791075596,56010200720,52485737806,59433146164,63135699872,67914824098,73479194871,90070797835,1.01958E+11,1.19335E+11,1.45554E+11,1.7215E+11,1.61603E+11,1.91485E+11,2.38665E+11,2.9097E+11,3.39192E+11,4.42466E+11,4.34587E+11,4.2775E+11,4.57902E+11,
Lithuania,LTU,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107000000,270000000,289000000,304000000,350000000,261000000,227000000,334000000,476000000,643000000,743000000,909000000,1144000000,1530000000,1119000000,849000000,859000000,925000000,1069000000,1058000000,1131000000,1218000000,1312000000,
Luxembourg,LUX,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193000000,1189000000,1115000000,1335000000,1316000000,1309000000,1464000000,1936000000,2445000000,2920000000,3015000000,3058000000,3491000000,3839000000,3670000000,3626000000,3873000000,3094000000,3292000000,3355000000,2873000000,2912000000,3033000000,
Latvia,LVA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000000,407000000,379000000,355000000,321000000,281000000,255000000,267000000,365000000,428000000,655000000,788000000,1021000000,1139000000,798000000,648000000,765000000,680000000,900000000,887000000,801000000,880000000,814000000,
"Macao SAR, China",MAC,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512000000,471000000,529000000,475000000,506000000,608000000,695000000,714000000,883000000,1064000000,1155000000,1236000000,1344000000,1336000000,1306000000,1244000000,
St. Martin (French part),MAF,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356000000,353000000,363000000,496000000,578000000,506000000,589000000,669000000,845000000,912000000,999000000,1113000000,1418000000,1910000000,1713000000,1879000000,2260000000,2095000000,2002000000,2273000000,2155000000,2309000000,2829000000,
Monaco,MCO,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73000000,77000000,75000000,73000000,69000000,86000000,90000000,109000000,118000000,135000000,170000000,224000000,290000000,359000000,307000000,298000000,349000000,396000000,428000000,442000000,370000000,333000000,381000000,
Madagascar,MDG,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79000000,89000000,101000000,140000000,133000000,139000000,179000000,192000000,67000000,108000000,164000000,167000000,188000000,264000000,225000000,216000000,288000000,235000000,256000000,317000000,240000000,300000000,319000000,
Maldives,MDV,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000000,48000000,51000000,55000000,58000000,60000000,59000000,60000000,60000000,75000000,94000000,106000000,152000000,211000000,212000000,252000000,231000000,207000000,252000000,271000000,309000000,347000000,365000000,
Middle East & North Africa,MEA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30450540842,29195513543,32142654447,41185906757,52120505526,69209148511,70959049816,72353771601,79686376962,84007943086,88928697015,95605282548,1.06946E+11,1.03801E+11,1.06288E+11,1.08272E+11,
Mexico,MEX,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3587000000,3963000000,4554000000,4834000000,5192000000,6365000000,6685000000,7087000000,7252000000,8034000000,8951000000,9387000000,9918000000,10246000000,8737000000,9001000000,9704000000,10735000000,11970000000,12556000000,12668000000,12823000000,13648000000,
Marshall Islands,MHL,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,200000,300000,300000,300000,400000,25500000,23100000,24300000,24500000,24550000,21990000,23800000,25500000,24700000,23800000,26200000,27000000,,
Middle income,MIC,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58706675463,63194221502,71745213810,69448109910,68184151232,79719067921,83652259992,91070042582,98419972414,1.19128E+11,1.3485E+11,1.53314E+11,1.87503E+11,2.21004E+11,2.0889E+11,2.51301E+11,2.97742E+11,3.47461E+11,4.00518E+11,5.06932E+11,5.03355E+11,4.93428E+11,5.36561E+11,
North Macedonia,MKD,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000,30000000,33000000,39000000,42000000,58000000,60000000,60000000,71000000,85000000,97000000,110000000,147000000,190000000,150000000,131000000,159000000,153000000,168000000,186000000,189000000,204000000,233000000,
Mali,MLI,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74000000,69000000,65000000,67000000,65000000,66000000,65000000,62000000,94000000,125000000,133000000,196000000,201000000,228000000,191000000,167000000,171000000,164000000,189000000,231000000,150000000,,,
Malta,MLT,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237000000,244000000,216000000,221000000,231000000,224000000,204000000,180000000,238000000,291000000,311000000,362000000,284000000,307000000,291000000,309000000,333000000,339000000,384000000,397000000,368000000,408000000,472000000,
Myanmar,MMR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000,28000000,38000000,31000000,26000000,30000000,32000000,34000000,36000000,32000000,34000000,40000000,39000000,49700000,52000000,53000000,132000000,265000000,131000000,119000000,146000000,201000000,136000000,
Middle East & North Africa (excluding high income),MNA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600135078,5495985524,6162542673,6215023228,7023467239,6597671397,7128022571,12144514366,13298043356,14548534746,14965400000,16463000000,20690200000,23976500000,24996500000,29326500000,28099092650,26575655269,28913307249,30365660087,30335413204,31258897780,,
