Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Euro area,EMU,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55263E+11,1.58764E+11,1.45941E+11,1.53104E+11,1.58165E+11,1.56242E+11,1.56141E+11,1.65619E+11,1.99228E+11,2.21211E+11,2.31681E+11,2.38714E+11,2.75186E+11,2.97502E+11,2.65269E+11,2.61195E+11,2.87091E+11,2.70669E+11,2.87744E+11,3.02576E+11,2.58451E+11,2.66614E+11,2.90837E+11,
Eritrea,ERI,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5826000000,6332000000,6163000000,7119000000,7803000000,7710000000,8466000000,9366000000,11330000000,14864000000,15175000000,16824000000,19870000000,20540000000,17133000000,16930000000,17374000000,15401000000,16434000000,17969000000,17347000000,19284000000,22321000000,
Estonia,EST,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121000000,141000000,162000000,197000000,255000000,253000000,253000000,305000000,404000000,486000000,530000000,706000000,804000000,939000000,605000000,633000000,806000000,796000000,1236000000,1345000000,1169000000,1299000000,1398000000,
Ethiopia,ETH,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000,30000000,48000000,51000000,57000000,80000000,50000000,55000000,63000000,59000000,77000000,97000000,107000000,156000000,139000000,143000000,170000000,181000000,214000000,283000000,372000000,461000000,363500000,
European Union,EUU,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.076E+11,2.15192E+11,2.04244E+11,2.17416E+11,2.26401E+11,2.25139E+11,2.24184E+11,2.40569E+11,2.848E+11,3.22398E+11,3.39482E+11,3.54571E+11,4.08117E+11,4.42528E+11,3.81016E+11,3.7812E+11,4.08409E+11,3.94022E+11,4.15537E+11,4.37148E+11,3.92044E+11,3.99799E+11,4.14979E+11,
Fragile and conflict affected situations,FCS,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6890921934,7853636462,8728101697,9083961428,10334279474,11489866138,12808591019,14387697691,16111776114,15596751717,15649518421,16814078472,17327945948,17900050476,16877558480,,
Finland,FIN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2853000000,2760000000,2541000000,2565000000,2525000000,2293000000,2442000000,2438000000,2954000000,3383000000,3622000000,4099000000,4812000000,5577000000,5233000000,5269000000,6010000000,5843000000,6387000000,6324000000,5785000000,6176000000,6675000000,
Fiji,FJI,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82000000,88000000,87000000,67000000,82000000,96000000,84000000,79000000,88000000,118000000,132000000,113000000,106000000,111000000,107000000,102000000,116000000,110000000,105000000,99000000,115000000,119000000,138000000,
France,FRA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20699000000,22049000000,17490000000,18819000000,22795000000,26703000000,26749000000,27808000000,32618000000,36029000000,38643000000,39301000000,46051000000,50361000000,45050000000,46704000000,55472000000,50087000000,52448000000,58446000000,47697000000,48760000000,50329000000,
Faroe Islands,FRO,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600000,4800000,4900000,5300000,5400000,5300000,5500000,6700000,6900000,7000000,7000000,7100000,26000000,28000000,27000000,30000000,29000000,29000000,,,,
Gabon,GAB,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182000000,168000000,156000000,158000000,195000000,183000000,256000000,234000000,239000000,275000000,346000000,,328000000,490000000,476000000,560000000,658000000,441000000,,,,,,
